frame_index,RightUpperLeg_orientation_w,RightUpperLeg_orientation_x,RightUpperLeg_orientation_y,RightUpperLeg_orientation_z,RightLowerLeg_orientation_w,RightLowerLeg_orientation_x,RightLowerLeg_orientation_y,RightLowerLeg_orientation_z,RightUpperLeg_angularVelocity_x,RightUpperLeg_angularVelocity_y,RightUpperLeg_angularVelocity_z,RightLowerLeg_angularVelocity_x,RightLowerLeg_angularVelocity_y,RightLowerLeg_angularVelocity_z,RightUpperLeg_acceleration_x,RightUpperLeg_acceleration_y,RightUpperLeg_acceleration_z,RightLowerLeg_acceleration_x,RightLowerLeg_acceleration_y,RightLowerLeg_acceleration_z
15059,0.601864,0.713837,-0.122793,0.336331,0.559638,0.312648,-0.065122,0.764732,-0.046025,-0.015001,-0.249264,-0.040336,0.002581,-0.259569,0.506607,0.420352,0.588428,0.598194,0.339035,0.551609
15060,0.602348,0.713534,-0.123304,0.335919,0.560242,0.312492,-0.065701,0.764304,-0.053414,-0.018979,-0.251666,-0.042710,0.006554,-0.265095,0.137743,0.409234,0.851419,0.622934,0.202935,0.488468
15061,0.602829,0.713233,-0.123817,0.335506,0.560846,0.312337,-0.066276,0.763875,-0.053775,-0.019272,-0.251558,-0.045340,0.007792,-0.266888,0.290419,0.330465,0.385855,0.651126,0.324882,0.481217
15062,0.603307,0.712934,-0.124331,0.335094,0.561448,0.312185,-0.066850,0.763445,-0.049933,-0.016132,-0.252123,-0.047839,0.010737,-0.271473,0.359012,0.283292,0.131663,0.563793,0.215512,0.346475
15063,0.603778,0.712639,-0.124846,0.334681,0.562047,0.312034,-0.067422,0.763015,-0.045162,-0.009588,-0.249317,-0.050610,0.014330,-0.276067,0.634355,0.236143,-0.040717,0.553198,0.188149,0.407404
15064,0.604245,0.712347,-0.125361,0.334268,0.562648,0.311885,-0.067990,0.762583,-0.050981,-0.010012,-0.250456,-0.047159,0.016806,-0.273019,0.214434,0.343898,0.704477,0.639710,0.131048,0.276170
15065,0.604708,0.712057,-0.125876,0.333854,0.563254,0.311736,-0.068550,0.762146,-0.052513,-0.007681,-0.247000,-0.048297,0.019620,-0.277308,0.341416,0.430892,0.484370,0.501111,0.069498,0.293676
15066,0.605168,0.711769,-0.126392,0.333439,0.563864,0.311588,-0.069104,0.761706,-0.048882,-0.009670,-0.249710,-0.049493,0.016616,-0.281679,0.294541,0.316349,0.216884,0.346162,-0.016105,0.375506
15067,0.605627,0.711481,-0.126908,0.333024,0.564477,0.311440,-0.069652,0.761262,-0.049394,-0.018884,-0.253598,-0.050577,0.015902,-0.274624,0.341713,0.293913,0.561969,0.485925,0.230700,0.235196
15068,0.606084,0.711194,-0.127427,0.332608,0.565091,0.311294,-0.070197,0.760816,-0.054537,-0.023148,-0.256259,-0.048726,0.017266,-0.270980,0.151148,0.429868,0.656521,0.450529,0.003986,0.090691
15069,0.606542,0.710904,-0.127947,0.332192,0.565706,0.311149,-0.070740,0.760368,-0.060120,-0.024123,-0.256611,-0.048760,0.015450,-0.268138,0.405000,0.402510,0.500596,0.423575,0.072688,0.233438
15070,0.607000,0.710613,-0.128469,0.331776,0.566318,0.311005,-0.071282,0.759920,-0.061839,-0.023562,-0.254896,-0.047610,0.010195,-0.261546,0.465065,0.295112,0.207716,0.316559,0.131211,0.254809
15071,0.607461,0.710319,-0.128994,0.331359,0.566928,0.310864,-0.071825,0.759472,-0.060067,-0.019615,-0.249309,-0.046406,0.007564,-0.259366,0.657653,0.441308,0.066368,0.354004,-0.058970,0.125839
15072,0.607923,0.710021,-0.129522,0.330943,0.567534,0.310725,-0.072370,0.759024,-0.057971,-0.018500,-0.250097,-0.048666,0.005607,-0.258669,0.316010,0.366880,0.086829,0.347126,0.070618,0.164502
15073,0.608390,0.709718,-0.130053,0.330527,0.568134,0.310588,-0.072919,0.758578,-0.055493,-0.017642,-0.252664,-0.050756,0.002383,-0.252339,0.350945,0.221070,0.000649,0.417745,0.053501,0.078423
15074,0.608860,0.709410,-0.130588,0.330110,0.568727,0.310454,-0.073472,0.758135,-0.055443,-0.021051,-0.254104,-0.049661,-0.001687,-0.245753,0.361313,0.381713,0.147048,0.392754,0.202486,0.085359
15075,0.609336,0.709096,-0.131128,0.329694,0.569312,0.310324,-0.074032,0.757695,-0.062018,-0.029529,-0.258256,-0.048827,-0.005475,-0.238040,0.179055,0.457162,0.549094,0.513029,0.096546,0.006630
15076,0.609817,0.708775,-0.131671,0.329279,0.569887,0.310197,-0.074598,0.757260,-0.066519,-0.035417,-0.257089,-0.048596,-0.011037,-0.232741,0.263665,0.366899,0.425069,0.319655,0.192460,0.077823
15077,0.610301,0.708447,-0.132219,0.328866,0.570453,0.310072,-0.075168,0.756828,-0.066206,-0.027415,-0.254040,-0.049214,-0.007099,-0.233636,0.519845,0.267343,-0.140246,0.460351,0.115456,-0.129328
15078,0.610789,0.708115,-0.132770,0.328454,0.571011,0.309950,-0.075740,0.756400,-0.066439,-0.023972,-0.255872,-0.047398,-0.004323,-0.238196,0.364029,0.299856,0.058680,0.406107,-0.060697,-0.154755
15079,0.611280,0.707778,-0.133324,0.328042,0.571564,0.309830,-0.076316,0.755973,-0.061595,-0.015317,-0.258341,-0.049589,-0.004073,-0.236275,0.345722,0.176491,-0.311835,0.465925,0.169080,-0.028429
15080,0.611773,0.707438,-0.133881,0.327630,0.572113,0.309713,-0.076894,0.755548,-0.063608,-0.012609,-0.258436,-0.048826,-0.003833,-0.238325,0.404172,0.303734,0.124889,0.490301,0.017502,-0.048632
15081,0.612268,0.707094,-0.134441,0.327218,0.572658,0.309598,-0.077473,0.755122,-0.068415,-0.008383,-0.259664,-0.049417,-0.003339,-0.238128,0.273360,0.323928,0.330036,0.535805,0.097123,-0.029728
15082,0.612766,0.706747,-0.135003,0.326804,0.573203,0.309485,-0.078053,0.754695,-0.068473,-0.011070,-0.259907,-0.045238,-0.000893,-0.236931,0.217434,0.405856,0.165322,0.576343,0.064358,-0.094272
15083,0.613264,0.706399,-0.135568,0.326388,0.573748,0.309374,-0.078634,0.754266,-0.070060,-0.018980,-0.261065,-0.046062,-0.000904,-0.239236,0.338101,0.406012,0.310414,0.441605,0.095864,-0.007115
15084,0.613763,0.706049,-0.136135,0.325971,0.574296,0.309264,-0.079214,0.753834,-0.074260,-0.023820,-0.264161,-0.045581,-0.005239,-0.236439,0.216068,0.305276,0.304337,0.416410,0.090729,0.014587
15085,0.614262,0.705699,-0.136703,0.325550,0.574847,0.309157,-0.079794,0.753397,-0.074739,-0.022636,-0.265031,-0.047566,-0.002241,-0.235009,0.181357,0.317128,0.077165,0.574779,0.204112,-0.050165
15086,0.614762,0.705349,-0.137273,0.325126,0.575403,0.309050,-0.080372,0.752954,-0.071068,-0.022019,-0.264783,-0.048829,-0.003114,-0.236267,0.424733,0.362582,-0.121718,0.494409,0.092524,0.067960
15087,0.615261,0.705000,-0.137845,0.324698,0.575966,0.308945,-0.080949,0.752505,-0.074772,-0.021420,-0.267672,-0.049514,-0.006877,-0.233323,0.294294,0.259826,0.189962,0.454044,0.210288,0.070478
15088,0.615761,0.704649,-0.138419,0.324266,0.576531,0.308841,-0.081525,0.752053,-0.075005,-0.018814,-0.266089,-0.052150,-0.008310,-0.230929,0.303358,0.407599,0.100018,0.535993,0.279298,0.039843
15089,0.616264,0.704295,-0.138998,0.323831,0.577094,0.308736,-0.082104,0.751601,-0.072069,-0.019006,-0.267233,-0.051197,-0.008729,-0.234579,0.207297,0.404330,-0.173611,0.407843,0.174343,0.080004
15090,0.616769,0.703939,-0.139581,0.323394,0.577656,0.308633,-0.082685,0.751148,-0.073887,-0.028926,-0.272843,-0.052256,-0.010491,-0.231918,0.018028,0.465422,0.166682,0.533134,0.253753,0.018338
15091,0.617276,0.703580,-0.140167,0.322954,0.578218,0.308530,-0.083266,0.750693,-0.072221,-0.029611,-0.271777,-0.052531,-0.012351,-0.230564,0.327780,0.233100,-0.137293,0.457853,0.332670,-0.051011
15092,0.617783,0.703220,-0.140754,0.322512,0.578783,0.308430,-0.083848,0.750234,-0.073065,-0.020949,-0.268195,-0.053817,-0.008746,-0.236143,0.211753,0.347142,-0.095747,0.566631,0.294026,-0.068485
15093,0.618290,0.702860,-0.141343,0.322068,0.579351,0.308331,-0.084428,0.749771,-0.071376,-0.013579,-0.267982,-0.057919,-0.008433,-0.244519,0.142317,0.302932,-0.181238,0.407033,0.342261,0.060034
15094,0.618797,0.702499,-0.141932,0.321622,0.579924,0.308235,-0.085006,0.749302,-0.065049,-0.009714,-0.273012,-0.059997,-0.002438,-0.249124,0.096685,0.179811,-0.490491,0.622485,0.412797,-0.168226
15095,0.619302,0.702140,-0.142521,0.321173,0.580503,0.308143,-0.085581,0.748826,-0.065597,-0.005453,-0.270997,-0.059180,0.001447,-0.256141,0.333614,0.351227,-0.194470,0.490222,0.264283,-0.160478
15096,0.619806,0.701782,-0.143108,0.320723,0.581090,0.308054,-0.086153,0.748341,-0.067533,-0.000820,-0.273165,-0.060737,0.007450,-0.268114,-0.151473,0.346363,-0.093108,0.490725,0.333113,-0.185629
15097,0.620307,0.701426,-0.143692,0.320271,0.581686,0.307970,-0.086721,0.747848,-0.069406,-0.003167,-0.276693,-0.060258,0.010221,-0.280970,-0.219619,0.227731,-0.055652,0.302677,0.193617,-0.178771
15098,0.620805,0.701073,-0.144274,0.319818,0.582292,0.307890,-0.087283,0.747343,-0.064493,0.003052,-0.278178,-0.059459,0.015489,-0.292890,0.071177,0.074635,-0.458513,0.414413,0.246217,-0.252580
15099,0.621299,0.700723,-0.144852,0.319363,0.582910,0.307815,-0.087839,0.746826,-0.061404,0.003751,-0.282157,-0.058000,0.022538,-0.301550,0.051224,0.312159,-0.370452,0.425406,0.228511,-0.268838
15100,0.621790,0.700376,-0.145426,0.318906,0.583544,0.307746,-0.088388,0.746295,-0.062910,0.001459,-0.287457,-0.059334,0.025476,-0.306352,-0.182614,0.303952,-0.102460,0.412936,0.314712,-0.250679
15101,0.622281,0.700031,-0.145998,0.318445,0.584192,0.307682,-0.088931,0.745750,-0.066256,-0.002280,-0.288749,-0.059087,0.027451,-0.311869,-0.041742,0.246657,-0.134369,0.274671,0.243787,-0.164160
15102,0.622772,0.699686,-0.146569,0.317981,0.584853,0.307624,-0.089468,0.745191,-0.066939,0.002571,-0.287433,-0.058417,0.031776,-0.323942,0.012284,0.299674,-0.333378,0.226537,0.134353,-0.292111
15103,0.623261,0.699343,-0.147138,0.317514,0.585524,0.307569,-0.090000,0.744622,-0.062769,0.000179,-0.287728,-0.062092,0.031543,-0.331366,0.031542,0.356990,-0.367871,0.093340,0.157028,-0.187921
15104,0.623748,0.699002,-0.147705,0.317046,0.586203,0.307519,-0.090528,0.744045,-0.056013,0.000554,-0.292931,-0.063938,0.032283,-0.332018,-0.049318,0.191357,-0.632045,0.185137,0.300598,-0.290098
15105,0.624232,0.698662,-0.148271,0.316577,0.586887,0.307471,-0.091054,0.743461,-0.057935,-0.000660,-0.294957,-0.063805,0.030663,-0.331305,0.070155,0.257358,-0.153396,0.076818,0.214428,-0.246174
15106,0.624714,0.698324,-0.148836,0.316107,0.587573,0.307426,-0.091579,0.742873,-0.058710,0.005233,-0.294671,-0.061060,0.031764,-0.328153,0.031554,0.411989,-0.239534,0.295348,0.159353,-0.381523
15107,0.625193,0.697988,-0.149401,0.315637,0.588259,0.307382,-0.092103,0.742283,-0.058480,0.004463,-0.292826,-0.056400,0.027138,-0.325721,0.055092,0.340633,-0.260608,0.057729,0.081069,-0.205029
15108,0.625667,0.697654,-0.149965,0.315167,0.588943,0.307340,-0.092628,0.741693,-0.056126,0.006386,-0.296265,-0.056966,0.026034,-0.324311,0.005316,0.139135,-0.321445,0.074909,0.215872,-0.171596
15109,0.626137,0.697322,-0.150528,0.314699,0.589621,0.307298,-0.093154,0.741105,-0.054117,0.010054,-0.298734,-0.055099,0.028978,-0.328271,-0.068649,0.129037,-0.423686,0.114790,-0.037061,-0.370387
15110,0.626603,0.696992,-0.151092,0.314233,0.590292,0.307256,-0.093682,0.740522,-0.051210,0.009774,-0.299772,-0.050142,0.028988,-0.330477,0.007712,0.227444,-0.374740,0.094798,-0.086631,-0.185315
15111,0.627063,0.696665,-0.151655,0.313770,0.590952,0.307214,-0.094215,0.739945,-0.048511,0.008397,-0.303352,-0.051739,0.028873,-0.333158,-0.062366,0.187329,-0.299248,0.006740,-0.005237,-0.154355
15112,0.627520,0.696339,-0.152218,0.313305,0.591607,0.307175,-0.094749,0.739370,-0.050060,0.008935,-0.303301,-0.053107,0.028655,-0.330733,-0.053726,0.256391,-0.108149,0.039082,0.107570,-0.077074
15113,0.627978,0.696014,-0.152779,0.312837,0.592262,0.307140,-0.095282,0.738790,-0.049679,0.008185,-0.299968,-0.052145,0.027056,-0.329979,-0.005933,0.262887,-0.247575,0.095245,-0.024003,-0.124128
15114,0.628434,0.695691,-0.153339,0.312366,0.592917,0.307110,-0.095815,0.738209,-0.048204,0.011861,-0.300170,-0.051066,0.025484,-0.329383,-0.017885,-0.029656,-0.368615,0.038582,0.012312,-0.175442
15115,0.628887,0.695369,-0.153898,0.311895,0.593570,0.307082,-0.096349,0.737626,-0.038627,0.013527,-0.305970,-0.052605,0.025757,-0.327413,-0.083020,-0.032663,-0.801195,0.077094,0.062411,-0.090471
15116,0.629337,0.695050,-0.154456,0.311424,0.594220,0.307056,-0.096882,0.737044,-0.038174,0.011510,-0.306220,-0.049434,0.023061,-0.328449,-0.011695,0.226343,-0.202871,-0.125571,-0.166453,-0.089045
15117,0.629781,0.694732,-0.155014,0.310955,0.594867,0.307029,-0.097417,0.736462,-0.040256,0.007165,-0.305692,-0.048740,0.021960,-0.326521,-0.288656,0.185709,0.013685,0.005711,-0.017618,-0.089559
15118,0.630219,0.694418,-0.155572,0.310491,0.595509,0.307001,-0.097953,0.735884,-0.037264,0.004007,-0.307922,-0.049811,0.022301,-0.326598,-0.153074,0.105234,-0.332093,-0.099818,-0.017283,-0.116773
15119,0.630650,0.694107,-0.156131,0.310031,0.596146,0.306970,-0.098491,0.735309,-0.033253,-0.002419,-0.311038,-0.050291,0.016158,-0.326379,-0.115314,0.025091,-0.362308,-0.265259,-0.113232,-0.102084
15120,0.631072,0.693799,-0.156691,0.309579,0.596777,0.306934,-0.099031,0.734739,-0.029582,-0.004084,-0.308057,-0.046247,0.014140,-0.322471,0.120386,0.135014,-0.325607,-0.093389,-0.125345,-0.216024
15121,0.631485,0.693495,-0.157252,0.309134,0.597400,0.306893,-0.099573,0.734176,-0.027347,-0.005284,-0.307364,-0.043092,0.011846,-0.322116,-0.066492,0.081011,-0.297182,-0.193441,-0.208602,-0.121685
15122,0.631886,0.693195,-0.157815,0.308700,0.598016,0.306845,-0.100118,0.733621,-0.025239,-0.009386,-0.309969,-0.042879,0.006430,-0.321007,-0.201549,0.028960,-0.264384,-0.237260,-0.049726,-0.011737
15123,0.632275,0.692900,-0.158379,0.308277,0.598622,0.306789,-0.100667,0.733074,-0.019700,-0.011844,-0.308769,-0.039324,0.003424,-0.318478,0.040390,0.054970,-0.428572,-0.239196,-0.078915,-0.101327
15124,0.632651,0.692610,-0.158946,0.307865,0.599219,0.306724,-0.101217,0.732538,-0.017234,-0.019320,-0.310906,-0.035394,-0.005870,-0.316467,-0.232439,0.082081,-0.247701,-0.301001,-0.184546,0.000365
15125,0.633015,0.692325,-0.159515,0.307463,0.599807,0.306653,-0.101768,0.732011,-0.013349,-0.025089,-0.309371,-0.032129,-0.014408,-0.314359,0.135816,-0.001113,-0.418895,-0.242351,-0.130294,-0.018458
15126,0.633369,0.692044,-0.160086,0.307069,0.600386,0.306576,-0.102319,0.731491,-0.010887,-0.029899,-0.309830,-0.026060,-0.017748,-0.308835,-0.036547,0.087278,-0.288348,-0.035130,-0.162504,-0.183755
15127,0.633713,0.691767,-0.160658,0.306683,0.600957,0.306493,-0.102872,0.730978,-0.009362,-0.024589,-0.305154,-0.022783,-0.022097,-0.307679,0.031065,0.083764,-0.308370,-0.178354,-0.146318,-0.102414
15128,0.634049,0.691494,-0.161231,0.306304,0.601523,0.306407,-0.103427,0.730471,-0.000784,-0.023669,-0.305213,-0.023335,-0.026956,-0.313397,-0.111561,-0.045212,-0.633284,-0.265565,-0.160293,0.022354
15129,0.634377,0.691225,-0.161804,0.305931,0.602084,0.306317,-0.103984,0.729967,0.006749,-0.030904,-0.309361,-0.019399,-0.031851,-0.314280,-0.153999,-0.047404,-0.512883,-0.230780,-0.195284,-0.106041
15130,0.634698,0.690957,-0.162378,0.305564,0.602640,0.306225,-0.104546,0.729466,0.009223,-0.035796,-0.308402,-0.016714,-0.037006,-0.306395,-0.032241,0.124351,-0.224811,-0.008707,-0.038065,-0.028271
15131,0.635014,0.690693,-0.162951,0.305200,0.603194,0.306130,-0.105111,0.728967,0.011871,-0.039320,-0.304832,-0.014403,-0.041182,-0.306697,-0.100315,0.064061,-0.277592,-0.146663,-0.106184,-0.049348
15132,0.635326,0.690430,-0.163524,0.304840,0.603746,0.306035,-0.105681,0.728468,0.015781,-0.040278,-0.306006,-0.013072,-0.046536,-0.309441,-0.087526,-0.090464,-0.404348,-0.160248,-0.089859,0.032209
15133,0.635634,0.690168,-0.164097,0.304482,0.604297,0.305939,-0.106256,0.727967,0.019420,-0.040241,-0.306252,-0.010339,-0.047425,-0.311883,-0.011847,0.003305,-0.406880,-0.108363,-0.147304,-0.066762
15134,0.635939,0.689908,-0.164667,0.304126,0.604848,0.305843,-0.106837,0.727465,0.026254,-0.040718,-0.304818,-0.004979,-0.049767,-0.314068,-0.195033,0.020858,-0.442981,-0.053670,-0.200283,-0.115045
15135,0.636243,0.689648,-0.165237,0.303771,0.605400,0.305748,-0.107426,0.726958,0.033892,-0.043377,-0.303533,-0.001950,-0.053908,-0.316389,-0.037010,0.069619,-0.432193,-0.117004,-0.186567,0.038334
15136,0.636543,0.689390,-0.165801,0.303421,0.605958,0.305653,-0.108024,0.726444,0.037722,-0.041583,-0.306852,0.000778,-0.056781,-0.314672,-0.138105,-0.068404,-0.320924,-0.023700,-0.023385,-0.045596
15137,0.636835,0.689136,-0.166359,0.303079,0.606523,0.305556,-0.108634,0.725923,0.038511,-0.031631,-0.301227,0.000923,-0.057505,-0.316099,0.123783,0.109702,-0.195151,0.009046,-0.071735,0.012657
15138,0.637122,0.688885,-0.166912,0.302745,0.607092,0.305456,-0.109254,0.725396,0.041362,-0.033294,-0.297849,0.006644,-0.054216,-0.318573,-0.045818,0.031675,-0.078161,0.125333,-0.157313,-0.136925
15139,0.637403,0.688636,-0.167463,0.302415,0.607661,0.305355,-0.109880,0.724867,0.045545,-0.036446,-0.304151,0.007082,-0.057459,-0.317400,-0.420413,-0.075448,-0.165288,-0.085017,-0.021244,0.021821
15140,0.637679,0.688389,-0.168013,0.302089,0.608228,0.305253,-0.110512,0.724338,0.046362,-0.034539,-0.303163,0.009292,-0.059356,-0.317812,-0.128095,0.189764,0.047407,-0.057195,-0.074900,0.071555
15141,0.637952,0.688143,-0.168565,0.301765,0.608791,0.305150,-0.111145,0.723812,0.045734,-0.036714,-0.300933,0.008000,-0.060335,-0.319181,-0.084501,0.213196,0.174894,-0.042048,-0.017799,0.180127
15142,0.638222,0.687899,-0.169120,0.301440,0.609346,0.305046,-0.111779,0.723291,0.037913,-0.049090,-0.305917,0.006269,-0.059221,-0.316901,-0.342854,0.146279,0.680190,-0.023453,0.064975,0.116258
15143,0.638491,0.687654,-0.169681,0.301114,0.609890,0.304943,-0.112410,0.722778,0.033618,-0.052444,-0.304171,0.008362,-0.062074,-0.313274,-0.037633,0.082843,0.286577,-0.053915,-0.032533,0.050840
15144,0.638758,0.687410,-0.170249,0.300785,0.610421,0.304839,-0.113037,0.722275,0.029906,-0.055879,-0.304917,0.005448,-0.061548,-0.317230,-0.139025,0.087525,0.244685,-0.130662,-0.153999,0.152665
15145,0.639025,0.687165,-0.170827,0.300450,0.610936,0.304737,-0.113657,0.721786,0.029483,-0.059233,-0.304541,0.004372,-0.064614,-0.314778,-0.033670,0.032000,0.106781,-0.144698,0.023310,0.197574
15146,0.639293,0.686918,-0.171416,0.300109,0.611431,0.304635,-0.114267,0.721313,0.032158,-0.060423,-0.305296,0.003057,-0.061998,-0.318352,-0.194724,-0.075086,-0.198973,-0.066028,-0.169056,0.136195
15147,0.639562,0.686670,-0.172019,0.299759,0.611905,0.304535,-0.114865,0.720858,0.032259,-0.054989,-0.303528,-0.000563,-0.060678,-0.321844,-0.004539,0.107421,-0.003714,-0.186267,-0.119017,0.174312
15148,0.639833,0.686420,-0.172635,0.299398,0.612355,0.304437,-0.115450,0.720424,0.034730,-0.057197,-0.298807,-0.001527,-0.066027,-0.322225,0.102992,0.253642,-0.017558,-0.289357,-0.063948,0.254156
15149,0.640104,0.686169,-0.173265,0.299029,0.612785,0.304340,-0.116024,0.720007,0.034955,-0.062359,-0.301217,-0.004795,-0.068111,-0.320832,-0.239803,0.127589,0.020033,-0.108079,-0.046207,0.096377
15150,0.640376,0.685917,-0.173905,0.298653,0.613196,0.304244,-0.116590,0.719606,0.029257,-0.061648,-0.300144,-0.002142,-0.070657,-0.315396,-0.109725,0.053699,0.278593,-0.088344,-0.042473,-0.064821
15151,0.640647,0.685665,-0.174555,0.298271,0.613591,0.304149,-0.117148,0.719219,0.038605,-0.057111,-0.295826,-0.002326,-0.068232,-0.316342,0.101580,0.043120,-0.416166,-0.046816,-0.059755,-0.005432
15152,0.640917,0.685412,-0.175212,0.297886,0.613973,0.304054,-0.117702,0.718842,0.044204,-0.054887,-0.296644,-0.003843,-0.073203,-0.309801,0.085968,0.088582,-0.210221,-0.078732,0.071673,0.177123
15153,0.641186,0.685159,-0.175875,0.297499,0.614345,0.303960,-0.118253,0.718474,0.037248,-0.062086,-0.301204,-0.004041,-0.072783,-0.304166,-0.211165,0.140997,0.563825,0.086176,0.022600,0.024895
15154,0.641452,0.684907,-0.176542,0.297112,0.614709,0.303865,-0.118804,0.718112,0.031343,-0.066800,-0.299281,-0.000522,-0.072008,-0.299280,-0.234549,0.259632,0.341477,-0.001405,-0.054416,-0.035306
15155,0.641714,0.684654,-0.177211,0.296728,0.615067,0.303770,-0.119357,0.717754,0.033583,-0.074195,-0.296676,0.000080,-0.073758,-0.300099,-0.075280,0.161452,0.107585,-0.083260,-0.029043,0.039575
15156,0.641973,0.684403,-0.177881,0.296347,0.615422,0.303673,-0.119913,0.717398,0.042699,-0.072536,-0.300411,-0.001599,-0.074294,-0.300030,-0.002614,-0.109060,-0.471198,-0.010403,-0.093721,0.065150
15157,0.642228,0.684152,-0.178550,0.295972,0.615777,0.303575,-0.120475,0.717040,0.039807,-0.079194,-0.300763,0.000456,-0.074031,-0.294563,0.133212,0.220383,0.299306,0.062856,-0.023542,-0.075996
15158,0.642478,0.683901,-0.179216,0.295605,0.616134,0.303476,-0.121045,0.716680,0.031611,-0.078608,-0.300517,0.002902,-0.077110,-0.288213,-0.170674,0.281564,0.412703,0.027980,-0.090879,0.042460
15159,0.642722,0.683653,-0.179878,0.295247,0.616495,0.303374,-0.121625,0.716314,0.024808,-0.089784,-0.300372,0.000248,-0.080769,-0.291660,-0.122043,0.154043,0.371750,-0.137425,-0.055935,0.134627
15160,0.642960,0.683406,-0.180536,0.294900,0.616856,0.303270,-0.122215,0.715946,0.032532,-0.097500,-0.303244,-0.002162,-0.079656,-0.288031,0.090042,0.131534,-0.449119,0.101703,0.021284,-0.080605
15161,0.643190,0.683162,-0.181192,0.294560,0.617211,0.303166,-0.122809,0.715583,0.037684,-0.098725,-0.303697,-0.000579,-0.085935,-0.285528,0.164551,0.237152,-0.350087,-0.101905,-0.166764,-0.125501
15162,0.643414,0.682920,-0.181848,0.294227,0.617561,0.303060,-0.123408,0.715222,0.033056,-0.104336,-0.302143,-0.005228,-0.090863,-0.279087,0.108726,0.300387,0.165905,0.004854,0.028283,-0.023581
15163,0.643634,0.682680,-0.182503,0.293899,0.617907,0.302954,-0.124012,0.714865,0.028682,-0.111412,-0.306017,-0.003244,-0.095588,-0.275759,-0.175798,0.284150,0.155392,-0.004678,-0.091247,-0.308732
15164,0.643849,0.682440,-0.183159,0.293576,0.618249,0.302846,-0.124620,0.714508,0.030263,-0.105631,-0.305222,-0.004707,-0.098278,-0.271596,0.083818,0.208851,-0.410850,0.051248,-0.008409,-0.276716
15165,0.644063,0.682199,-0.183817,0.293255,0.618590,0.302738,-0.125230,0.714152,0.033823,-0.094094,-0.303815,-0.004882,-0.102109,-0.269834,0.213152,0.165558,-0.402010,0.064234,-0.002444,-0.314499
15166,0.644275,0.681958,-0.184477,0.292935,0.618930,0.302628,-0.125844,0.713796,0.046227,-0.087498,-0.308017,-0.003715,-0.104582,-0.266577,0.082872,0.145238,-0.794912,0.163246,0.038645,-0.384645
15167,0.644487,0.681716,-0.185140,0.292615,0.619271,0.302517,-0.126459,0.713439,0.059359,-0.069786,-0.318827,-0.001978,-0.106744,-0.261513,-0.279079,0.120268,-1.106098,0.240296,0.072610,-0.291211
15168,0.644700,0.681471,-0.185807,0.292294,0.619613,0.302404,-0.127076,0.713080,0.045612,-0.079062,-0.310125,0.001385,-0.108514,-0.259708,0.566980,0.478689,0.902775,0.301319,0.010988,-0.372349
15169,0.644915,0.681223,-0.186478,0.291969,0.619957,0.302291,-0.127694,0.712718,0.034394,-0.090279,-0.305990,0.003077,-0.110349,-0.260873,0.242250,0.465610,0.709835,0.254626,-0.006449,-0.281218
15170,0.645134,0.680971,-0.187155,0.291640,0.620306,0.302176,-0.128313,0.712353,0.024947,-0.100654,-0.311530,0.006213,-0.109490,-0.264818,-0.115404,0.375356,0.573966,0.252935,-0.002081,-0.371242
15171,0.645357,0.680715,-0.187838,0.291306,0.620659,0.302059,-0.128931,0.711983,0.018506,-0.104469,-0.313150,0.005706,-0.109238,-0.261764,0.115452,0.353535,0.349319,0.482305,0.197778,-0.251764
15172,0.645581,0.680452,-0.188538,0.290969,0.621012,0.301941,-0.129549,0.711612,0.015768,-0.105112,-0.313927,0.003081,-0.108443,-0.262138,0.163082,0.460023,0.037225,0.464035,0.210827,-0.234836
15173,0.645803,0.680185,-0.189260,0.290632,0.621362,0.301822,-0.130167,0.711245,0.011592,-0.109472,-0.314498,0.002583,-0.108252,-0.261455,0.234356,0.462252,0.204040,0.491144,0.197212,-0.211761
15174,0.646024,0.679913,-0.190000,0.290295,0.621709,0.301703,-0.130785,0.710879,0.010686,-0.114425,-0.319503,-0.000801,-0.108361,-0.262365,0.084174,0.410542,-0.115694,0.477767,0.255334,-0.218559
15175,0.646245,0.679637,-0.190750,0.289958,0.622056,0.301582,-0.131404,0.710512,0.005276,-0.122330,-0.320455,-0.004997,-0.111138,-0.261176,0.153245,0.591296,0.179857,0.512972,0.349481,-0.167350
15176,0.646467,0.679359,-0.191503,0.289618,0.622404,0.301460,-0.132025,0.710144,0.005044,-0.119290,-0.319773,-0.007498,-0.108952,-0.262604,0.244296,0.368243,-0.249125,0.594627,0.306534,-0.313209
15177,0.646691,0.679079,-0.192254,0.289277,0.622756,0.301336,-0.132648,0.709772,0.007828,-0.114355,-0.321264,-0.006340,-0.111013,-0.264905,0.330520,0.254004,-0.397488,0.538057,0.259677,-0.325492
15178,0.646918,0.678799,-0.192996,0.288932,0.623113,0.301211,-0.133274,0.709394,0.008832,-0.110302,-0.323951,-0.005815,-0.106996,-0.267844,0.202225,0.436709,-0.293563,0.593862,0.278906,-0.292699
15179,0.647149,0.678520,-0.193722,0.288584,0.623477,0.301084,-0.133902,0.709010,0.004444,-0.101368,-0.320333,-0.004519,-0.107712,-0.273025,0.375557,0.650197,-0.056631,0.524895,0.293311,-0.307988
