SampleTimeFine,Quat_W,Quat_X,Quat_Y,Quat_Z,FreeAcc_X,FreeAcc_Y,FreeAcc_Z,Gyr_X,Gyr_Y,Gyr_Z,Status
2133248,0.876768,-0.039755,-0.004501,0.479246,-0.040776,-0.052601,-0.011534,-0.021139,-0.005757,0.002498,0
2149914,0.876773,-0.039706,-0.004537,0.479241,0.005869,-0.026781,-0.059207,-0.020476,-0.006003,0.000427,0
2166580,0.876777,-0.039657,-0.004574,0.479237,0.006416,-0.017252,0.010491,-0.019114,-0.004603,-0.004651,0
2183246,0.876782,-0.039609,-0.004610,0.479232,0.033865,0.083715,-0.019732,-0.022312,-0.005313,-0.005334,0
2199912,0.876787,-0.039560,-0.004646,0.479226,-0.055727,0.055789,0.005036,-0.023079,-0.006895,-0.006620,0
2216578,0.876793,-0.039511,-0.004682,0.479219,0.079820,-0.000516,0.033664,-0.021826,-0.007208,-0.004490,0
2233244,0.876800,-0.039462,-0.004717,0.479211,0.041807,0.001516,0.024438,-0.020777,-0.007337,-0.004650,0
2249910,0.876807,-0.039412,-0.004753,0.479201,0.122728,0.000374,0.085310,-0.020136,-0.006197,-0.002903,0
2266576,0.876816,-0.039361,-0.004788,0.479189,0.107106,-0.021449,0.029067,-0.018396,-0.003788,-0.000363,0
2283242,0.876825,-0.039309,-0.004825,0.479176,0.084391,0.168335,0.030119,-0.020659,-0.003884,0.000920,0
2299908,0.876834,-0.039256,-0.004861,0.479163,0.016348,0.006925,-0.005272,-0.021519,-0.003811,0.006997,0
2316574,0.876844,-0.039202,-0.004898,0.479149,0.002358,-0.019748,0.065613,-0.017987,-0.005981,0.010621,0
2333240,0.876854,-0.039149,-0.004934,0.479134,0.015820,0.159957,-0.057525,-0.021266,-0.007055,0.010544,0
2349906,0.876865,-0.039095,-0.004971,0.479119,0.035442,-0.069335,0.052264,-0.020483,-0.005374,0.011500,0
2366572,0.876876,-0.039043,-0.005006,0.479102,0.114531,-0.090450,-0.014896,-0.020041,-0.003030,0.014607,0
2383238,0.876888,-0.038991,-0.005040,0.479085,-0.049678,-0.124896,0.025207,-0.019385,-0.003145,0.011678,0
2399904,0.876900,-0.038941,-0.005074,0.479067,-0.013695,0.043649,0.036072,-0.018082,-0.003629,0.007897,0
2416570,0.876912,-0.038893,-0.005105,0.479048,-0.111707,-0.115733,-0.028457,-0.017141,-0.005596,0.006234,0
2433236,0.876925,-0.038848,-0.005136,0.479028,0.033867,0.026139,-0.017631,-0.018716,-0.005138,0.001914,0
2449902,0.876938,-0.038806,-0.005164,0.479007,0.080977,-0.114910,-0.019071,-0.017661,-0.002808,0.000922,0
2466568,0.876951,-0.038766,-0.005190,0.478986,-0.035333,-0.141982,-0.014388,-0.015787,-0.003547,0.002603,0
2483234,0.876964,-0.038728,-0.005215,0.478965,0.033106,-0.036919,-0.085845,-0.016569,-0.002688,0.002573,0
2499900,0.876977,-0.038692,-0.005238,0.478943,-0.005406,-0.061482,-0.029705,-0.017156,-0.003513,-0.001052,0
2516566,0.876991,-0.038657,-0.005260,0.478921,0.021392,-0.123329,-0.009028,-0.015718,-0.004179,0.001104,0
